Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,OperatingSystems,Browser,Region,TrafficType,Weekend,Month_Aug,Month_Dec,Month_Feb,Month_Jul,Month_June,Month_Mar,Month_May,Month_Nov,Month_Oct,Month_Sep,VisitorType_New_Visitor,VisitorType_Other,VisitorType_Returning_Visitor
0,0.0,0,0.0,1,0.0,0.18232155679395465,0.18232155679395465,0.0,0.4,1,8,7,4,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,50,7.053918360715487,0.007968169649176874,0.03488440185350179,0.0,0.6,2,2,4,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True
2,4.897839799950911,0,0.0,19,5.83588228760101,0.0,0.009950330853168083,0.0,0.0,1,1,1,2,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,17,6.038666148512785,0.0,0.0246926125903715,0.0,0.0,2,6,1,2,0,False,False,False,False,False,False,False,True,False,False,True,False,False
0,0.0,0,0.0,7,5.82452409235233,0.028170877383362988,0.023530497596240627,0.0,0.4,4,1,3,3,0,False,False,True,False,False,False,False,False,False,False,False,False,True
5,3.970291913552122,0,0.0,21,6.6132723553446,0.003992021269537453,0.01587334915629015,0.0,0.0,2,2,1,4,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,13,5.270432163058501,0.08223809850012999,0.09314333206630612,0.0,0.8,3,2,3,13,0,False,False,False,False,False,False,True,False,False,False,False,False,True
10,4.380775852772229,0,0.0,15,6.5789733956449306,0.0,0.01566611705528024,0.0,0.0,2,2,4,2,0,False,False,False,False,False,False,False,True,False,False,True,False,False
0,0.0,1,0.0,51,7.660894439400435,0.0,0.007026537961115447,2.331636547235968,0.0,2,2,1,10,0,False,False,False,False,False,True,False,False,False,False,False,False,True
9,5.23470149643707,0,0.0,73,7.382316164393379,0.010242722755954472,0.01892860231034338,0.0,0.0,3,2,8,2,1,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,1,3.091042453358316,25,6.265618019393288,0.007662873050912636,0.03030534971920955,0.0,0.0,2,2,3,2,1,False,False,False,False,False,False,False,True,False,False,True,False,False
1,4.600157644164547,0,0.0,5,6.081076705797669,0.0,0.016529302279079415,0.0,0.0,7,1,1,2,1,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0.0,0,0.0,11,7.615544736278952,0.0,0.035718082251202043,0.0,0.0,2,2,1,4,0,False,False,False,False,False,False,True,False,False,False,False,False,True
1,3.332204510175204,0,0.0,17,7.452402451223638,0.0,0.003913899692230078,0.0,0.0,2,5,9,4,0,False,False,False,False,False,False,True,False,False,False,True,False,False
1,3.6635616461296463,0,0.0,5,4.882801922586371,0.03278982250041022,0.013245226421073269,0.0,0.0,1,2,1,9,1,False,False,False,False,False,True,False,False,False,False,True,False,False
4,4.696228916630736,0,0.0,23,6.022155394509594,0.050552279303676353,0.06996359378357364,3.4939023663452256,0.0,1,1,3,2,0,False,False,False,False,False,False,False,False,False,True,False,False,True
2,3.6176519448255684,0,0.0,29,6.374513615931814,0.0,0.003442344328429847,0.0,0.0,2,2,9,2,1,False,False,False,False,False,False,False,False,True,False,True,False,False
7,5.392111245986142,0,0.0,5,4.98816243847147,0.0,0.01418463471026629,0.0,0.0,2,2,1,3,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,25,5.754781082861377,0.0,0.015545211663653963,0.0,0.0,2,2,3,2,1,False,True,False,False,False,False,False,False,False,False,False,False,True
17,5.280593583646749,1,4.119037174812473,94,7.726862005136243,0.0021093876766969267,0.008179941866714963,1.7067603869419532,0.0,3,2,3,2,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,5,4.855928904335275,0.039220713153281295,0.05826890812397577,0.0,0.0,3,2,6,3,0,False,False,False,False,False,False,False,True,False,False,False,False,True
4,4.215972050343799,0,0.0,10,5.5943395632748185,0.0,0.0027739271043318824,0.0,0.0,2,2,7,2,0,True,False,False,False,False,False,False,False,False,False,True,False,False
0,0.0,1,0.9162907318741551,43,7.222189924749996,0.015783867790747447,0.052247384898414906,0.0,0.6,1,1,1,2,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,3,4.927253685157205,0.0,0.09531017980432487,0.0,0.0,2,2,3,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
8,5.867600559885596,1,3.9265831566937726,12,5.738827816399001,0.011696039879470347,0.014598799073326596,0.0,0.0,3,2,1,4,0,False,False,False,False,False,False,False,False,False,True,False,False,True
11,6.122638997731877,3,5.727173427446777,41,8.555616883763571,0.001752848862440651,0.01387571643646205,3.1637610615395007,0.0,2,4,1,20,0,False,False,False,False,False,False,False,False,True,False,False,False,True
1,3.367295829986474,0,0.0,19,5.8944028342648505,0.0,0.005540180817604321,0.0,0.0,2,2,7,5,0,False,False,False,False,False,False,True,False,False,False,False,False,True
1,3.044522437723423,0,0.0,283,9.143717986273591,0.0030391122166012192,0.02278025153449769,0.0,0.0,2,2,1,3,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,4,5.0072963928307415,0.048790164169432,0.08004270736584411,0.0,0.0,1,1,1,1,1,False,False,False,False,False,True,False,False,False,False,False,False,True
3,5.65669086712235,0,0.0,23,6.430493372054287,0.007662873050912636,0.03402974895805859,2.234601271566236,0.0,2,4,2,4,0,False,False,False,True,False,False,False,False,False,False,False,False,True
4,5.941486177301741,0,0.0,188,9.061728045517347,0.0034484582272648625,0.019572849918987858,0.0,0.0,2,2,1,2,0,False,False,False,False,False,False,False,True,False,False,False,False,True
1,4.2626798770413155,0,0.0,12,7.405637496909593,0.0,0.015267471752000557,0.0,0.0,1,1,4,4,0,True,False,False,False,False,False,False,False,False,False,True,False,False
2,4.975353479951616,2,4.562262684976814,23,6.792563525913682,0.0,0.004158010480613899,0.0,0.0,2,2,2,1,0,False,False,False,True,False,False,False,False,False,False,True,False,False
3,4.886582645426277,0,0.0,94,7.754957216483174,0.0010303969586749838,0.00940579846389748,0.0,0.0,2,2,9,10,0,False,False,False,False,False,False,False,True,False,False,False,False,True
3,6.09964607995251,0,0.0,59,8.100935047478787,0.0066445430497944075,0.02615495747685121,0.0,0.0,2,2,4,13,0,False,False,False,True,False,False,False,False,False,False,False,False,True
3,3.4011973816621555,0,0.0,2,2.4849066497880004,0.07232066157962612,0.07232066157962612,0.0,0.0,1,1,4,8,0,False,True,False,False,False,False,False,False,False,False,False,False,True
5,5.330300412401088,1,2.1972245773362196,37,7.429303212578536,0.0,0.017114610952341285,1.7481917553694641,0.0,3,2,8,2,1,False,False,False,False,False,False,True,False,False,False,False,False,True
2,4.867534450455582,0,0.0,16,7.515616865259722,0.003696862176529094,0.030996099902177596,0.0,0.0,2,4,9,6,0,True,False,False,False,False,False,False,False,False,False,False,False,True
0,0.0,0,0.0,1,0.0,0.18232155679395465,0.18232155679395465,0.0,0.0,8,2,9,2,0,False,False,False,False,False,False,False,True,False,False,True,False,False
2,3.091042453358316,0,0.0,33,6.527896999539012,0.008784829147569576,0.025330063034196448,0.0,0.0,3,2,9,2,0,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0.0,1,3.7013019741124933,357,9.089870374280835,0.0016839743190174283,0.007284293994439326,2.3946405097079473,0.0,2,2,1,2,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,11,7.117273086444209,0.0,0.003992021269537453,0.0,0.0,1,1,1,2,0,False,False,False,False,False,False,False,True,False,False,True,False,False
1,3.4657359027997265,0,0.0,6,3.2771447329921766,0.06453852145007118,0.08004270736584411,0.0,0.0,3,2,3,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0.0,2,2.9014215940827497,93,8.61200324617888,0.003186407008856483,0.013979839093130376,0.13032680855042472,0.0,2,2,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True
3,4.553876891600541,2,3.8110970868381857,56,7.266274265129446,0.019802627296179712,0.029936293118819304,0.0,0.0,2,2,9,3,0,False,False,False,False,False,False,False,True,False,False,False,False,True
7,4.666970586893538,0,0.0,48,7.14607639965873,0.022643781510102656,0.02740936959354149,0.0,0.0,1,1,8,1,1,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,1,0.0,56,7.3205313745727345,0.07151841521488539,0.09028188545835483,0.0,0.0,3,2,1,3,0,True,False,False,False,False,False,False,False,False,False,False,False,True
0,0.0,0,0.0,49,6.9324088664207935,0.03410561292043592,0.056213144602610406,0.0,0.0,2,2,3,3,0,True,False,False,False,False,False,False,False,False,False,False,False,True
4,4.572646994282532,2,3.6027767550605247,14,5.943499042900534,0.0,0.011049836076694864,0.0,0.0,2,4,7,2,0,False,False,False,False,False,False,False,False,True,False,True,False,False
0,0.0,0,0.0,111,7.393724526749261,0.013544225466501615,0.025195073652739933,0.0,0.0,2,2,1,2,0,False,True,False,False,False,False,False,False,False,False,False,False,True
2,2.1972245773362196,0,0.0,11,6.299867942373015,0.007662873050912636,0.03774032753840259,0.0,0.0,2,2,3,13,0,False,False,False,False,False,True,False,False,False,False,False,False,True
15,5.738613224016192,2,3.845883202923601,50,7.710647349917052,0.0,0.004362057379404037,3.732402301964007,0.0,2,2,4,2,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,3,6.660575149839686,0.06453852145007118,0.06453852145007118,0.0,0.4,2,4,1,3,0,False,False,True,False,False,False,False,False,False,False,False,False,True
0,0.0,2,3.784189633918261,25,6.960424530706069,0.0,0.019593120056953003,2.051941867977251,0.0,2,4,5,4,1,False,False,False,False,False,False,True,False,False,False,False,False,True
2,4.61512051684126,1,2.5649493574615367,44,7.2261726458031355,0.0,0.004535155617879968,0.0,0.0,1,1,2,2,1,False,False,False,False,False,False,True,False,False,False,True,False,False
0,0.0,0,0.0,12,5.7463096810359735,0.0,0.009049835429827817,2.9342823112377685,0.0,2,2,8,6,0,False,False,False,False,False,False,True,False,False,False,False,False,True
23,5.483736348032162,3,6.4387111892311015,409,9.116183851940447,0.004291851813875046,0.01580910988826814,1.9848126717562167,0.0,2,2,1,13,1,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0.0,0,0.0,4,3.9219733362813143,0.048790164169432,0.07232066157962612,0.0,0.0,3,2,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
1,3.713572066704308,5,5.636573724962751,62,6.993777873287249,0.000979911729639682,0.007204378034610612,2.5244972985130896,0.0,3,2,1,9,1,False,False,False,False,False,True,False,False,False,False,False,False,True
1,2.9496883350525844,2,4.297285406218791,9,4.922046916476341,0.018018505324106884,0.026907452654437617,0.0,0.0,2,2,2,2,0,False,False,False,False,True,False,False,False,False,False,True,False,False
0,0.0,0,0.0,34,7.646105431710407,0.045176137626123956,0.06939165249656748,0.0,0.0,1,1,8,1,0,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,0,0.0,2,7.0967213784947605,0.0,0.048790164169432,0.0,0.0,3,3,3,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,42,7.6427540953198,0.00475060299556464,0.014810417318361012,0.0,0.0,1,1,1,2,0,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,2,4.663439094112067,194,8.773569198622127,0.0037536303068689504,0.0171367692088881,1.026425923403663,0.0,2,2,3,2,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,2,0.0,0.18232155679395465,0.18232155679395465,0.0,0.0,3,2,1,1,0,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0.0,0,0.0,14,6.8333310175219175,0.0,0.01418463471026629,0.0,0.0,2,2,1,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0.0,0,0.0,9,5.330300412401088,0.0,0.00443459662538787,0.0,0.0,8,1,1,3,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,3,5.312713246831769,27,5.977112040883582,0.0,0.0066445430497944075,1.5949897262584387,0.0,2,2,1,4,0,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,1,4.02535169073515,63,7.288551940874587,0.0,0.0032206142498814325,3.139313002031515,0.0,2,2,1,5,0,False,False,False,False,False,False,True,False,False,False,True,False,False
3,4.07753744390572,0,0.0,23,5.900353870458694,0.003992021269537453,0.019802627296179712,0.0,0.0,2,2,1,3,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,3.858622228701031,1,3.407841924380824,12,5.717837993425693,0.0,0.015267471752000557,0.0,0.0,1,1,3,2,1,False,False,False,False,False,False,False,False,True,False,True,False,False
0,0.0,0,0.0,1,0.0,0.18232155679395465,0.18232155679395465,0.0,0.0,2,4,9,3,0,False,False,False,False,True,False,False,False,False,False,False,False,True
7,4.388257184424518,2,3.481240089335692,65,8.596365989443454,0.0028943583009309734,0.01885268212345423,0.0,0.0,2,2,3,2,0,False,False,False,False,False,False,False,True,False,False,False,False,True
3,2.8903717578961645,0,0.0,13,5.1647859739235145,0.015267471752000557,0.03774032753840259,0.0,0.2,2,2,3,3,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,1,3.6888794541139363,14,6.09629367152749,0.011928570865273802,0.056590351078401165,0.0,0.0,2,2,1,6,0,False,False,False,False,False,False,True,False,False,False,False,False,True
10,5.147066225824761,0,0.0,282,8.375842701397117,0.002038736363982704,0.011395914206765967,1.2223871551768628,0.0,2,2,4,1,0,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,0,0.0,55,6.772613065911261,0.0,0.0012113869744326737,0.0,0.0,2,4,1,4,1,True,False,False,False,False,False,False,False,False,False,True,False,False
0,0.0,0,0.0,2,4.02535169073515,0.0,0.048790164169432,0.0,0.4,3,2,1,13,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,8,5.358157366747068,0.0,0.07232066157962612,0.0,0.0,2,5,3,2,1,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,9,7.394493107219038,0.021978906501383937,0.07490130837930332,0.0,0.0,2,2,3,2,0,False,False,False,False,False,False,False,True,False,False,False,False,True
2,3.4965075614664802,0,0.0,16,5.442850517280335,0.0,0.012422519998557155,0.0,0.0,2,2,2,1,1,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,8,4.269697449699962,0.07232066157962612,0.07696104113612832,0.0,0.6,1,1,1,3,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,2,2.5649493574615367,0.09531017980432487,0.09531017980432487,0.0,0.0,4,1,1,2,0,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,0,0.0,24,6.274762021241939,0.0,0.009950330853168083,0.0,0.0,2,6,3,4,1,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,3,3.8815637979434374,0.0,0.021978906501383937,0.0,0.0,2,4,9,3,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,57,8.03271193177044,0.005830920095676921,0.012824679121735554,0.0,0.0,2,2,3,10,0,False,True,False,False,False,False,False,False,False,False,False,False,True
2,4.314149212270796,0,0.0,20,6.305672362524879,0.0,0.004384313834658616,0.0,0.0,2,2,1,2,0,False,False,False,False,False,False,False,False,True,False,False,False,True
4,5.160491049640633,0,0.0,16,7.621725807392416,0.039220713153281295,0.05354076692802982,0.0,0.0,3,2,6,3,0,False,False,False,False,False,False,True,False,False,False,False,False,True
4,3.8877303128591016,0,0.0,7,5.214935757608986,0.018018505324106884,0.07020425892748582,0.0,0.0,3,3,3,4,0,False,False,False,True,False,False,False,False,False,False,False,False,True
8,4.483002552013883,0,0.0,31,6.209763046692002,0.005390848231650622,0.012533736529818842,1.5870817572949758,0.0,2,2,7,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0.0,0,0.0,4,4.310799125385514,0.0,0.048790164169432,0.0,0.0,1,1,3,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True
1,3.005682604407159,0,0.0,11,6.4990348781533,0.0,0.0,0.0,0.0,2,2,6,13,0,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0.0,0,0.0,26,7.228946856594407,0.0,0.007968169649176874,4.537771111232104,0.0,2,2,7,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
2,2.9444389791664403,2,1.9459101490553132,10,5.8988008622445625,0.0,0.015267471752000557,0.0,0.0,2,2,1,5,1,False,False,False,False,False,False,False,False,False,True,True,False,False
0,0.0,0,0.0,19,6.022963214167353,0.020834087315213124,0.04376502786600329,0.0,0.8,2,2,1,1,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,9,4.6913478822291435,0.0,0.04135518546869431,0.0,0.4,2,2,4,4,0,False,False,False,False,False,False,True,False,False,False,False,False,True
8,5.995581062619822,0,0.0,27,6.859912166182953,0.0,0.0013783596257686953,0.0,0.0,1,8,1,6,0,True,False,False,False,False,False,False,False,False,False,True,False,False
2,2.0794415416798357,0,0.0,20,6.122310044348938,0.009049835429827817,0.025431438128140547,0.0,0.0,2,2,1,10,0,False,False,False,False,False,False,False,True,False,False,False,False,True
5,5.146525014594919,0,0.0,79,7.085497342552026,0.0,0.002817895001985888,0.0,0.0,4,1,1,2,1,False,False,False,False,False,False,False,False,True,False,False,False,True
0,0.0,0,0.0,36,6.160503839499364,0.07294899994767512,0.09577417305189811,0.0,0.8,3,2,7,13,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,1,3.258096538021482,15,6.025463316199564,0.0,0.0066445430497944075,3.429071918428135,0.0,2,4,1,4,0,False,False,False,False,False,False,True,False,False,False,True,False,False
0,0.0,0,0.0,2,2.70805020110221,0.0,0.09531017980432487,0.0,0.0,2,2,6,3,0,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0.0,0,0.0,1,0.0,0.18232155679395465,0.18232155679395465,0.0,0.0,1,2,7,10,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,16,5.8763342398543505,0.0,0.01418463471026629,2.495823039433629,0.0,3,2,1,3,0,False,False,False,False,False,False,True,False,False,False,True,False,False
0,0.0,0,0.0,8,6.478893593067577,0.0,0.0246926125903715,0.0,0.0,6,2,1,3,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,1,0.0,0.18232155679395465,0.18232155679395465,0.0,0.8,3,2,1,2,0,False,False,False,False,False,False,True,False,False,False,False,False,True
6,5.00930107108312,4,4.410776047919382,29,7.448152072097665,0.01085001611399383,0.026776339634687712,0.0,0.0,2,2,9,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
1,4.987025428457122,0,0.0,26,7.138701642623961,0.019048194744279386,0.018419066695902285,0.0,0.0,1,1,9,2,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,2,3.407841924380824,0.0,0.048790164169432,0.0,0.0,1,1,4,3,0,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0.0,0,0.0,2,1.791759469228055,0.0,0.09531017980432487,0.0,0.0,2,2,9,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0.0,0,0.0,17,7.213031659834869,0.0,0.03468555832879911,0.0,0.6,4,1,3,3,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,31,6.24896351538544,0.00687287956173464,0.018787913628746544,0.0,0.0,3,2,3,13,1,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,14,6.0749628158320155,0.03853366372732882,0.08879549891385012,0.0,0.0,2,4,2,4,1,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,8,5.297817241506355,0.08388148398070211,0.11034805746737283,0.0,0.0,1,1,1,3,0,False,False,False,True,False,False,False,False,False,False,False,False,True
2,2.302585092994046,0,0.0,26,6.436193102552464,0.0,0.009006934509592635,3.613143855016909,0.0,2,2,4,20,0,False,False,False,False,False,False,False,True,False,False,False,False,True
5,4.728861658625192,0,0.0,60,7.541612363693363,0.01730963708267357,0.04156121722781227,0.0,0.0,2,2,1,2,0,False,False,False,False,False,False,False,True,False,False,False,False,True
5,5.93436495506741,3,4.669708707438162,6,6.09236513211905,0.0,0.0033277897604487554,0.0,0.0,2,2,1,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
5,6.22455842927536,0,0.0,13,6.827719515692822,0.02325686239415232,0.02325686239415232,0.0,0.0,3,2,8,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
7,6.898613621064854,0,0.0,27,7.296571448127313,0.013245226421073269,0.025311855941576505,0.0,0.0,3,2,1,3,0,False,False,False,False,False,False,True,False,False,False,False,False,True
2,4.786658062033468,0,0.0,30,7.104741011755802,0.0,0.008565363317345228,3.3006534409942945,0.0,4,2,6,2,1,False,False,False,False,False,False,False,True,False,False,True,False,False
3,4.605170185988092,0,0.0,23,6.724661995924056,0.004158010480613899,0.019257816168447284,0.0,0.0,3,2,4,13,0,False,False,False,False,False,False,True,False,False,False,False,False,True
10,6.581332378213926,2,4.496749437033671,220,9.266847804140198,0.004756412315182024,0.021899372686462724,0.0,0.0,2,2,1,1,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,24,6.613048591593392,0.0,0.016529302279079415,0.0,0.0,2,2,2,2,1,False,True,False,False,False,False,False,False,False,False,True,False,False
4,4.990432586778736,0,0.0,14,6.7804899279362605,0.0,0.012422519998557155,0.0,0.0,2,5,4,2,1,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0.0,0,0.0,9,6.889149934690527,0.0,0.011049836076694864,4.376632093264619,0.0,2,2,5,2,0,False,False,False,False,False,False,False,False,False,True,True,False,False
3,3.5890591188317256,0,0.0,44,7.337370847539504,0.012685159086139262,0.01408473972089984,2.9019832868532762,0.0,1,1,1,3,0,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0.0,0,0.0,1,2.6390573296152584,0.0,0.09531017980432487,0.0,0.0,2,2,3,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
5,6.567141143146729,0,0.0,23,8.92721758709242,0.0,0.007380106893210795,0.0,0.0,2,2,1,2,0,False,False,False,False,False,True,False,False,False,False,False,False,True
3,5.1343267664388055,0,0.0,36,7.141904709209133,0.0,0.004045858465707926,3.063133248178545,0.0,2,2,3,4,1,False,False,False,False,False,False,True,False,False,False,False,False,True
5,5.819489282368171,0,0.0,20,6.814992850900377,0.0,0.0033277897604487554,0.0,0.0,2,2,4,2,1,False,False,False,False,False,False,False,True,False,False,True,False,False
3,3.4258899942525267,0,0.0,12,5.991415526406487,0.0,0.005540180817604321,3.941924310756384,0.0,2,2,2,2,0,False,False,False,False,False,False,False,True,False,False,True,False,False
0,0.0,0,0.0,3,4.893352133481524,0.0,0.03278982250041022,0.0,0.0,3,2,1,1,0,False,False,False,False,True,False,False,False,False,False,False,False,True
7,4.945207488773801,0,0.0,30,7.279148049107331,0.006042314395721659,0.012796561641197546,0.0,0.0,1,2,3,2,0,False,False,False,False,False,True,False,False,False,False,True,False,False
0,0.0,1,2.1972245773362196,36,6.997737437327794,0.0,0.0014275515632253602,0.0,0.0,1,1,6,4,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,27,7.343124329117008,0.04702493850352012,0.07718963907970142,0.0,0.0,1,1,3,3,0,False,False,False,False,True,False,False,False,False,False,False,False,True
3,4.472780997942346,0,0.0,35,6.391972946507272,0.0,0.005249355990855771,0.0,0.0,2,5,1,2,0,False,False,False,False,False,False,False,False,True,False,True,False,False
4,4.885827643502908,0,0.0,4,5.3003153692107094,0.0,0.0246926125903715,0.0,0.0,2,6,3,5,0,True,False,False,False,False,False,False,False,False,False,True,False,False
0,0.0,0,0.0,3,3.1354942159291497,0.0,0.06453852145007118,0.0,0.6,1,1,3,2,0,False,False,True,False,False,False,False,False,False,False,False,False,True
9,6.304448802421981,0,0.0,28,7.3537756791686215,0.009950330853168083,0.0295588022415444,1.5708166786291629,0.0,2,2,7,10,0,False,False,False,False,False,True,False,False,False,False,False,False,True
5,4.034240638152395,0,0.0,4,3.2386784521643803,0.021978906501383937,0.03636764413516057,0.0,1.0,3,2,6,3,1,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,24,5.855167428529805,0.07490130837930332,0.1053605155578263,0.0,0.0,1,1,1,3,0,False,False,False,False,False,False,False,False,True,False,False,False,True
1,2.833213344056216,0,0.0,77,8.185303770873485,0.0,0.01249733991552674,0.0,0.0,2,2,1,2,0,False,True,False,False,False,False,False,False,False,False,False,False,True
2,3.856510295497887,0,0.0,2,3.899950424193877,0.0,0.048790164169432,0.0,0.0,1,1,1,3,0,False,False,False,False,False,False,False,False,True,False,False,False,True
13,6.81840176737166,3,4.9620051171281885,29,7.165997383626283,0.0026281224587629496,0.020361466214658806,0.9097680441228684,0.0,2,2,4,2,1,True,False,False,False,False,False,False,False,False,False,False,False,True
2,4.12981895046938,0,0.0,47,6.804891643522898,0.008298802484116581,0.0246926125903715,3.52044231119375,0.0,2,4,6,4,0,False,False,False,False,False,False,True,False,False,False,False,False,True
3,5.7899601708972535,0,0.0,19,5.901357474210648,0.0,0.026641930946421175,0.0,0.0,1,1,3,2,0,False,False,False,False,False,False,False,True,False,False,False,False,True
5,5.520660597691477,4,4.762173934797756,26,6.3908137690861775,0.026377154903154145,0.023485485280884354,2.413234088458529,0.2,3,2,1,4,0,False,False,False,False,False,False,True,False,False,False,False,False,True
0,0.0,0,0.0,6,5.184588601219693,0.03278982250041022,0.04348511151420691,0.0,0.0,2,2,8,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
3,4.605170185988092,0,0.0,37,7.791577913913979,0.0078637366168725,0.0229795500386529,0.0,0.0,2,2,3,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
8,4.820281565605037,0,0.0,8,4.564348191467836,0.009049835429827817,0.026907452654437617,0.0,0.4,1,1,5,2,0,False,False,False,False,False,False,True,False,False,False,True,False,False
0,0.0,0,0.0,13,5.817011948791939,0.0,0.007662873050912636,0.0,0.0,1,1,1,4,1,False,False,True,False,False,False,False,False,False,False,False,False,True
1,1.6094379124341003,0,0.0,37,7.511729657446151,0.0,0.013793322241924859,2.225497630595086,0.0,4,1,2,3,0,False,False,False,False,False,False,False,True,False,False,False,False,True
5,4.672828834461906,0,0.0,111,9.06946589425802,0.0026749900218764173,0.01942323670922054,1.546740051015915,0.0,2,2,3,1,0,False,True,False,False,False,False,False,False,False,False,False,False,True
0,0.0,0,0.0,31,7.394236979153682,0.0,0.009630892709523588,0.0,0.0,4,2,1,8,0,False,True,False,False,False,False,False,False,False,False,True,False,False
4,3.7184382563554808,1,0.0,12,7.757994727083421,0.011049836076694864,0.03627835404177278,0.0,0.0,1,1,1,2,0,False,False,False,False,False,False,False,True,False,False,False,False,True
0,0.0,0,0.0,1,0.0,0.18232155679395465,0.18232155679395465,0.0,0.0,1,1,1,9,1,False,False,False,False,False,True,False,False,False,False,False,False,True
4,4.11414718951828,0,0.0,8,4.896346147694128,0.0,0.009049835429827817,0.0,0.0,1,1,1,2,0,False,False,False,False,False,False,False,False,True,False,False,False,True
9,5.736572297479192,0,0.0,25,5.950859542845722,0.018018505324106884,0.03688699021593962,0.0,0.0,2,2,3,1,0,False,False,False,False,False,True,False,False,False,False,False,False,True
0,0.0,1,2.4849066497880004,54,7.170270814315306,0.0036297684128975484,0.022295062714462018,0.0,0.0,1,1,3,2,1,False,False,False,False,False,False,False,False,False,True,False,False,True
0,0.0,0,0.0,1,0.0,0.18232155679395465,0.18232155679395465,0.0,0.0,2,2,6,3,0,False,False,False,False,False,False,True,False,False,False,False,False,True
